x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.19868475665578178,0.26869667382486717,0.3586837490221775,0.6790519481142764,0.38335096817693537,0.17707660108889478,0.39160809078123904,0.8176875803604023,0.8184997594056205,0.6115514739012662
0.5124768262085493,0.14682719462155147,0.18734935667419628,0.6925239919139171,0.35962895319265276,0.9892752793840088,0.5944716719252876,0.8140651637563548,0.46355581812136204,0.8566206377361685
0.5319723470593664,0.6824438737153941,0.8974428542438772,0.33682111815882987,0.7076967778773195,0.46112291514668324,0.9836589654538035,0.9024415834732936,0.4563133150275952,0.12530173636148545
0.33724317851218133,0.5410131639826419,0.554795073519097,0.30213040328995056,0.5851719495201771,0.28801743971940674,0.4049537093041947,0.027552329420089117,0.28198059702361933,0.07140208228535383
0.13358405194238965,0.8868847791554406,0.06802803369627675,0.31774109413056983,0.311090543728167,0.12917375149334864,0.2344709593953409,0.8587826903356508,0.667238885463508,0.8946478781416223
0.17958113477430848,0.47650437019545777,0.8349640643766111,0.05253838278689227,0.5177960038674673,0.7375052483922973,0.598970660371929,0.16749163565397018,0.6839515770661926,0.7481064331173666
0.2475363227791585,0.2739391678316696,0.8910012283730586,0.42034841092355835,0.6024118133060856,0.24501357774149113,0.6280077257396383,0.7132795322341784,0.6222745257867953,0.5262915571770714
0.2553019236830004,0.8991798277187448,0.7853019423370835,0.8278884175986155,0.13433803853477222,0.38218884715690815,0.9359806778272938,0.32669482339632017,0.07423123087085537,0.8130736804124359
0.5165931736637321,0.9342734169028306,0.6525390870391073,0.751280693126762,0.893055498785925,0.8575802773865044,0.5863737783253928,0.9391291758137139,0.601131832917693,0.3291126761278981
0.18443963034291422,0.016487687187793698,0.33575758506893816,0.4913031865622943,0.6200285565488717,0.8497511354511847,0.5573262284741999,0.14052294057443693,0.3699721177857822,0.21948418218214494
0.7664826657986887,0.881504490322064,0.28391708367679747,0.8948055695442292,0.292349444579036,0.26871098532434523,0.6281222758148348,0.4916909850428678,0.8962742664666881,0.636534900571391
0.02830246073418463,0.4799096027385623,0.29470587869883946,0.5123234917503294,0.10462736213986534,0.6906095639893582,0.26904642328128203,0.6202158652183104,0.1341415623796417,0.9514342569458133
0.2464273651315948,0.8138932052358957,0.5566981711814466,0.7022929351508777,0.04479625055666414,0.21466048266317128,0.787260581606643,0.8046019074280744,0.3887814463321767,0.08773412659025082
0.4120173501458626,0.9543054956953698,0.7112430541483225,0.8594341148153898,0.39631599620692026,0.41899959562981703,0.0989204557672898,0.28069373045041723,0.5352796691951367,0.23395253479383415
0.4794390329441732,0.6451329660809777,0.701542028219385,0.544302628613048,0.40908110197870373,0.26665095998653165,0.9152276946123798,0.3904172892299943,0.3503833081206804,0.5768380047212528
0.9233619605635022,0.6178931156359037,0.8911345268974887,0.9198115239018103,0.4148325564862618,0.28390682950185064,0.4494822857301358,0.44655119739132765,0.25171154504131277,0.8885488208351707
0.7962329095344766,0.7776830680229129,0.0499181362163833,0.07060205898259031,0.8265821206336808,0.7130295975693893,0.07006213873075073,0.40814993857063553,0.6288911417258849,0.7103611887882614
0.9429868677191193,0.3733430286910919,0.4729603973634787,0.42212464274085004,0.2860004097953295,0.5621426416051587,0.11731634314920869,0.32332932327496267,0.06331650105851061,0.501543615969298
0.8988064467007789,0.4922191248619938,0.7021975683119525,0.033412844697067734,0.19884419830122613,0.5214552389578078,0.6010461799091886,0.09697180445243392,0.8222971039179267,0.2043704662076975
0.20510477326090404,0.7117607436018741,0.9796393235971714,0.13698887984161057,0.5654755265882555,0.761257324885395,0.8974088793386126,0.746963000972558,0.19066222227146812,0.20524440705168567
0.0019460505284718543,0.9576727865856974,0.909304414371867,0.5609753340646038,0.49310175890395325,0.5988783795970084,0.968455912307202,0.9718163060956478,0.23739363159423188,0.42001787854782935
0.6948239407300781,0.9752915882885796,0.4015462412598395,0.9366625873616804,0.6028572289760527,0.9352148693792045,0.24272469514536532,0.015601847384841605,0.3430573624040818,0.5461768157686654
0.5748480850538495,0.3997651492957379,0.6022256784182445,0.8031743510521191,0.3316646535077844,0.9596669296309783,0.8488339024269254,0.014583364501494778,0.7129553069819752,0.9711029927434259
0.4282495004695639,0.6935196051491636,0.7112229387116262,0.5681559917968251,0.9681963622371202,0.28773847258360197,0.8302815156332922,0.5926428358760988,0.19925168359962742,0.765153746608001
0.5212845123404871,0.8376099937519336,0.1806582825188786,0.22156464225025096,0.7859434051781742,0.7774196114692252,0.24874355641016554,0.5408287519686764,0.8972335230681836,0.6470080525313314
0.6823172133883341,0.46712414280651493,0.05216129045204032,0.91988766620596,0.8404363649482515,0.6195952339134844,0.26072067647082864,0.6664283276878008,0.7969501229730852,0.8233938810730846
0.020682920016377726,0.8686312116937093,0.6658260113567731,0.03142374875666187,0.1255967788182255,0.9400406784167885,0.876979976128471,0.7934356815815583,0.45148162518454626,0.3935684054661207
